id,name,organismo_id/id
unidad_intn_organismo_daf,Unidad INTN,organismo_daf
unidad_intn_organismo_dg,Unidad INTN,organismo_dg
unidad_intn_organismo_onc,Unidad INTN,organismo_onc
unidad_intn_organismo_oni,Unidad INTN,organismo_oni
unidad_intn_organismo_onn,Unidad INTN,organismo_onn
unidad_uaal_organismo_oiat,UAAL,organismo_oiat
unidad_umci_organismo_onm,UMCI,organismo_onm
unidad_umle_organismo_onm,UMLE,organismo_onm
unidad_uqui_organismo_oiat,UQUI,organismo_oiat
