id,name,unidad_id/id
departamento_dcpr_unidad_intn_organismo_onc,DCPR - Departamento de Certificación de Productos,unidad_intn_organismo_onc
departamento_cueros_unidad_intn_organismo_oni,CUEROS,unidad_intn_organismo_oni
departamento_insp_unidad_intn_organismo_oni,INSP,unidad_intn_organismo_oni
departamento_metal_unidad_intn_organismo_oni,METAL,unidad_intn_organismo_oni
departamento_segur_unidad_intn_organismo_oni,SEGUR,unidad_intn_organismo_oni
